Index,Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10
1048,517,0,1000,1000,1000,301,818,1000,1000,1000
1049,543,0,1000,1000,1000,410,735,1000,125,1000
1050,304,0,1000,1000,1000,546,478,1000,213,1000
1051,-176,0,1000,1000,1000,617,316,1000,71,1000
1052,-436,0,1000,1000,1000,657,221,1000,1000,1000
1053,-535,0,1000,1000,1000,707,172,1000,1000,1000
1054,-620,0,1000,1000,1000,819,130,1000,39,1000
1055,-682,0,1000,1000,1000,978,77,1000,125,1000
1056,-911,0,1000,1000,1000,1000,17,1000,141,1000
1057,-1236,1000,1000,1000,1000,1000,1000,1000,1000,1000
1058,-1251,1000,1000,1000,1000,1000,1000,1000,1000,1000
1059,0,0,0,0,0,0,0,0,0,0
1060,0,0,0,0,0,0,0,0,0,0
1061,0,0,0,0,0,0,0,0,0,0
